"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.CycISC","log2fold_change","Auc"
"156","Cbx5","hurdle",2.79825187633053e-144,-0.6919707,0.1292364,0.8212071,0.635
"1406","Ube2b","hurdle",2.12815626241768e-123,0.5378468,1.1353999,0.5975531,0.634
"1336","Tmed9","hurdle",6.35180065389793e-126,0.6635716,1.1894792,0.5259076,0.634
"1267","Ssbp1","hurdle",1.18383444885984e-126,0.005751862,0.67353084,0.667778978,0.634
"1124","Rpl39","hurdle",1.8213348131188e-145,3.320629,3.828579,0.50795,0.634
"1079","Rbmxl1","hurdle",1.36193228666686e-130,-0.2685853,0.4441666,0.7127519,0.634
"1060","Rangrf","hurdle",7.27163869520859e-124,0.1523563,0.8393059,0.6869496,0.634
"398","Eny2","hurdle",5.09386494190147e-122,0.5758654,1.1320939,0.5562285,0.634
"85","Asf1b","hurdle",2.56264509050818e-182,-1.5048675,-0.4049771,1.0998904,0.634
"36","Actl6a","hurdle",4.79250253814144e-131,-0.2432408,0.488791,0.7320318,0.634
"5","1110004F10Rik","hurdle",9.89688842301534e-128,0.06530462,0.72188886,0.65658424,0.634
"1428","Vars","hurdle",6.49938231007796e-135,-0.5557009,0.2331816,0.7888825,0.633
"746","Mlec","hurdle",6.19691643933482e-116,1.098517,1.612684,0.514167,0.633
"668","l7Rn6","hurdle",1.01501396594744e-96,-0.9036118,-0.2731167,0.6304951,0.633
"424","Exosc8","hurdle",1.45528398683704e-149,-0.9990088,-0.07624543,0.92276337,0.633
"198","Cdk2ap1","hurdle",5.56545623762474e-124,0.03659094,0.69385401,0.65726307,0.633
"948","Pla2g12a","hurdle",2.51058724106899e-122,-0.06056013,0.60662238,0.66718251,0.632
"921","Pdap1","hurdle",3.02157565313127e-119,0.4022224,1.0077323,0.6055099,0.632
"724","Med28","hurdle",2.20558442569719e-118,0.9175269,1.4342686,0.5167417,0.632
"407","Erp29","hurdle",6.40030258085204e-118,0.5378468,1.1304381,0.5925913,0.632
"359","Ect2","hurdle",3.82263111057967e-236,-2.208168,-0.7567476,1.4514204,0.632
"242","Cfdp1","hurdle",4.51958522860271e-119,0.2977058,0.8925406,0.5948348,0.632
"1334","Tmed10","hurdle",1.62155906016083e-117,0.7986705,1.3115901,0.5129196,0.631
"1021","Psmb7","hurdle",1.63970863572343e-116,0.5360315,1.0996687,0.5636372,0.631
"1016","Psma3","hurdle",6.06741344823418e-115,0.8445154,1.3903211,0.5458057,0.631
"172","Cct4","hurdle",4.42252126962657e-115,1.277704,1.784663,0.506959,0.631
"3","0610010K14Rik","hurdle",8.39181806501784e-139,-0.8533425386,0.0009971189,0.8543396575,0.631
"1369","Trim28","hurdle",1.26382718012318e-119,-0.03716162,0.62878312,0.66594474,0.63
"1281","Stub1","hurdle",8.41138706718711e-113,0.6871454,1.2133351,0.5261897,0.63
"1173","Sf3b2","hurdle",5.06205863938001e-118,0.1728416,0.8173467,0.6445051,0.63
"1152","Sarnp","hurdle",1.19244713717978e-115,0.1866563,0.7681461,0.5814898,0.63
"940","Pin1","hurdle",2.95535951712311e-118,-0.00477971,0.63375925,0.63853896,0.63
"713","Mbd3","hurdle",1.43636617191879e-116,0.1025773,0.736113,0.6335357,0.63
"581","Hnrnpa3","hurdle",9.97988470549744e-137,-0.6937237,0.1407972,0.8345209,0.63
"570","Hmgcs2","hurdle",3.08181854594472e-142,0.6772002,1.2576213,0.5804211,0.63
"565","Hmga1","hurdle",1.06953061177426e-143,-0.97444751,-0.06292317,0.91152434,0.63
"412","Ets2","hurdle",2.09995569488826e-122,-0.09970168,0.63959163,0.73929331,0.63
"271","Cldn2","hurdle",2.31261229480158e-127,-0.4839589,0.2847092,0.7686681,0.63
"71","Aqp4","hurdle",5.95372780966118e-139,-0.88618266,-0.01220238,0.87398028,0.63
"1362","Tpr","hurdle",4.3200372470788e-124,-0.3071694,0.4257206,0.73289,0.629
"1225","Snrpa1","hurdle",3.75607397210979e-117,-0.023397,0.6279032,0.6513002,0.629
"325","Ddx5","hurdle",1.07147975577223e-110,0.8697459,1.3804285,0.5106826,0.629
"171","Cct3","hurdle",2.31986973588942e-115,0.6481333,1.1980022,0.5498689,0.629
"1258","Srsf11","hurdle",1.30688187192553e-115,0.06382314,0.71610452,0.65228138,0.628
"967","Polr1c","hurdle",1.34368072361393e-123,-0.4511821,0.2910226,0.7422047,0.628
"866","Nubp1","hurdle",3.31232238396489e-122,-0.3403265,0.3776743,0.7180008,0.628
"589","Hnrnpm","hurdle",1.36857022294144e-111,0.4431372,1.0014048,0.5582676,0.628
"339","Dnajc8","hurdle",7.57211037303472e-117,0.01452095,0.65435834,0.63983739,0.628
"1446","Wdr83os","hurdle",9.56747918353664e-112,0.5368861,1.0751314,0.5382453,0.627
"1310","Ten1","hurdle",2.49059400243027e-108,0.5310009,1.0807155,0.5497146,0.627
"1276","Stoml2","hurdle",1.13185146421125e-110,0.2990915,0.8626824,0.5635909,0.627
"1027","Psmd7","hurdle",2.57512682180773e-111,0.3091302,0.9085702,0.59944,0.627
"313","Dapk2","hurdle",2.31419401784647e-125,-0.548432,0.2351089,0.7835409,0.627
"1346","Tmem97","hurdle",1.0369886079879e-112,-0.1030258,0.5731868,0.6762126,0.626
"932","Phf5a","hurdle",4.86062458778965e-106,0.5361384,1.0606409,0.5245025,0.626
"797","Naa10","hurdle",1.68264905986456e-109,0.4507521,1.0097602,0.5590081,0.626
"380","Eif3l","hurdle",1.13742447290822e-106,0.4442763,0.9920893,0.547813,0.626
"241","Cfap20","hurdle",4.36248638253478e-123,-0.5468468,0.2129831,0.7598299,0.626
"1424","Usp1","hurdle",1.64070355836155e-133,-0.9650413,-0.0872815,0.8777598,0.625
"1122","Rpl22l1","hurdle",3.50461461260145e-112,1.713405,2.247994,0.534589,0.625
"1052","Rad51","hurdle",6.39433009348048e-172,-1.7309874,-0.5973478,1.1336396,0.625
"353","Dynlt1f","hurdle",7.39848609184623e-130,-0.9461124,-0.1223853,0.8237271,0.625
"225","Cenpv","hurdle",4.57075940886627e-105,0.4945168,1.0753465,0.5808297,0.625
"143","Bzw2","hurdle",1.34478320778004e-110,-0.119089,0.5058143,0.6249033,0.625
"62","Anp32a","hurdle",4.54631715678174e-111,-0.01319813,0.62555411,0.63875224,0.625
"1379","Tsen34","hurdle",1.79869691223442e-107,0.1949362,0.7832413,0.5883051,0.624
"1256","Srsf1","hurdle",2.18600667728293e-108,-0.008826892,0.611081847,0.619908739,0.624
"1209","Smc1a","hurdle",2.72589688059016e-133,-1.0519901,-0.1649576,0.8870325,0.624
"1202","Smarca5","hurdle",4.53861374415084e-122,-0.75463189,0.03015071,0.7847826,0.624
"1019","Psmb5","hurdle",5.06352847797288e-104,0.7966206,1.3071995,0.5105789,0.624
"583","Hnrnpd","hurdle",8.37937140280538e-117,-0.446952,0.2895396,0.7364916,0.624
"287","Coq2","hurdle",2.90801524719996e-111,-0.1744871,0.4636954,0.6381825,0.624
"173","Cct8","hurdle",5.30522185877488e-105,0.4423393,0.9943669,0.5520276,0.624
"1408","Ube2d2a","hurdle",3.78269606527626e-109,-0.1543461,0.4803659,0.634712,0.623
"1380","Tsfm","hurdle",7.52711819966281e-105,0.1384891,0.7138949,0.5754058,0.623
"1315","Tgif1","hurdle",2.72457982671746e-121,-0.73361271,0.07258984,0.80620255,0.623
"1205","Smarcc1","hurdle",2.44204154576093e-121,-0.72513636,0.06610814,0.7912445,0.623
"1104","Rnf149","hurdle",5.20838326782109e-110,-0.2805794,0.3970853,0.6776647,0.623
"890","Olfm4","hurdle",8.81676985839337e-127,-0.8827505,-0.0872815,0.795469,0.623
"357","Ebna1bp2","hurdle",1.59461944329999e-108,-0.02907679,0.58894685,0.61802364,0.623
"1374","Trmt112","hurdle",2.89058853775669e-118,-0.67851817,0.08760152,0.76611969,0.622
"1271","Sssca1","hurdle",7.19641444535464e-112,-0.4725203,0.2324099,0.7049302,0.622
"1146","Ruvbl2","hurdle",4.3757308381743e-113,-0.4843923,0.2454723,0.7298646,0.622
"383","Eif4g2","hurdle",4.37946570549134e-101,0.5874599,1.1212968,0.5338369,0.622
"249","Chd4","hurdle",2.86824898211716e-105,-0.07126339,0.54890932,0.62017271,0.622
"1435","Vrk1","hurdle",2.82999597574414e-143,-1.4628363,-0.4877501,0.9750862,0.621
"1365","Tra2b","hurdle",6.76403791287444e-108,-0.2885051,0.3846368,0.6731419,0.621
"1328","Timm50","hurdle",1.249459097639e-106,-0.2459941,0.4121556,0.6581497,0.621
"1253","Srrm1","hurdle",1.12913110405416e-103,0.1087687,0.7050222,0.5962535,0.621
"800","Naa50","hurdle",3.11709995772906e-108,-0.3081282,0.3523274,0.6604556,0.621
"766","Mrpl21","hurdle",6.8503128431434e-99,0.6509974,1.1595504,0.508553,0.621
"669","Lage3","hurdle",1.15941413495824e-104,0.3190994,0.8549322,0.5358328,0.621
"643","Kcnq1","hurdle",1.16423117126763e-107,-0.241225,0.4077193,0.6489443,0.621
"536","Haus4","hurdle",2.57532307968997e-136,-1.2865763,-0.3450081,0.9415682,0.621
"511","Gtf3a","hurdle",1.06956628140554e-104,-0.1158956,0.5163132,0.6322088,0.621
"484","Gins2","hurdle",2.32400353701306e-122,-0.8544626,-0.02460108,0.82986152,0.621
